model-1579134871,1579134909.877,0.64,0.22,0.62,0.21
model-1579134871,1579134909.95,0.76,0.18,0.69,0.19
model-1579134871,1579134910.047,0.73,0.18,0.65,0.2
model-1579134871,1579134910.146,0.7,0.2,0.62,0.22
model-1579134871,1579134910.229,0.65,0.2,0.68,0.2
model-1579134871,1579134910.327,0.71,0.19,0.69,0.19
model-1579134871,1579134910.418,0.62,0.24,0.76,0.17
model-1579134871,1579134910.493,0.77,0.19,0.68,0.21
model-1579134871,1579134910.573,0.7,0.2,0.66,0.2
model-1579134871,1579134910.659,0.73,0.2,0.68,0.21
model-1579134871,1579134910.736,0.73,0.18,0.71,0.2
model-1579134871,1579134910.809,0.78,0.17,0.73,0.18
model-1579134871,1579134910.881,0.71,0.2,0.67,0.19
model-1579134871,1579134910.951,0.8,0.17,0.67,0.21
model-1579134871,1579134911.047,0.68,0.2,0.71,0.19
model-1579134871,1579134911.14,0.73,0.17,0.72,0.19
model-1579134871,1579134911.229,0.73,0.17,0.69,0.21
model-1579134871,1579134911.303,0.73,0.15,0.65,0.2
model-1579134871,1579134911.398,0.71,0.21,0.74,0.19
model-1579134871,1579134911.493,0.66,0.21,0.65,0.22
model-1579134871,1579134911.571,0.71,0.2,0.75,0.17
model-1579134871,1579134911.646,0.64,0.23,0.69,0.22
model-1579134871,1579134911.742,0.79,0.15,0.74,0.17
model-1579134871,1579134911.842,0.69,0.18,0.67,0.23
model-1579134871,1579134911.927,0.73,0.18,0.7,0.19
model-1579134871,1579134912.004,0.74,0.16,0.72,0.19
model-1579134871,1579134912.078,0.69,0.19,0.73,0.17
model-1579134871,1579134912.148,0.73,0.18,0.78,0.18
model-1579134871,1579134912.243,0.74,0.15,0.74,0.17
model-1579134871,1579134912.354,0.69,0.21,0.79,0.16
model-1579134871,1579134912.431,0.64,0.22,0.64,0.23
model-1579134871,1579134912.505,0.69,0.19,0.71,0.21
model-1579134871,1579134912.6,0.68,0.21,0.71,0.19
model-1579134871,1579134912.715,0.72,0.21,0.74,0.19
model-1579134871,1579134912.805,0.66,0.23,0.67,0.19
model-1579134871,1579134912.878,0.62,0.23,0.78,0.17
model-1579134871,1579134912.949,0.8,0.16,0.71,0.18
model-1579134871,1579134913.039,0.67,0.22,0.7,0.2
model-1579134871,1579134913.111,0.84,0.15,0.71,0.19
model-1579134871,1579134913.182,0.63,0.22,0.7,0.2
model-1579134871,1579134913.255,0.69,0.21,0.75,0.18
model-1579134871,1579134913.327,0.66,0.23,0.68,0.2
model-1579134871,1579134913.402,0.72,0.19,0.66,0.19
model-1579134871,1579134913.475,0.76,0.17,0.72,0.21
model-1579134871,1579134913.548,0.67,0.18,0.73,0.18
model-1579134871,1579134913.619,0.68,0.22,0.65,0.23
model-1579134871,1579134913.714,0.62,0.24,0.61,0.22
model-1579134871,1579134913.808,0.69,0.2,0.69,0.2
model-1579134871,1579134913.882,0.71,0.19,0.73,0.18
model-1579134871,1579134913.954,0.74,0.17,0.7,0.18
model-1579134871,1579134914.03,0.74,0.19,0.64,0.22
model-1579134871,1579134914.105,0.77,0.18,0.71,0.19
model-1579134871,1579134914.18,0.69,0.19,0.73,0.18
model-1579134871,1579134914.25,0.66,0.2,0.66,0.2
model-1579134871,1579134914.322,0.77,0.17,0.77,0.17
model-1579134871,1579134914.398,0.78,0.16,0.71,0.2
model-1579134871,1579134914.477,0.7,0.2,0.74,0.19
model-1579134871,1579134914.547,0.64,0.21,0.78,0.16
model-1579134871,1579134914.619,0.78,0.16,0.67,0.22
model-1579134871,1579134914.689,0.72,0.2,0.72,0.21
model-1579134871,1579134914.765,0.68,0.21,0.68,0.22
model-1579134871,1579134914.858,0.71,0.19,0.78,0.16
model-1579134871,1579134914.962,0.72,0.18,0.79,0.16
model-1579134871,1579134915.055,0.72,0.18,0.72,0.19
model-1579134871,1579134915.15,0.77,0.17,0.68,0.21
model-1579134871,1579134915.244,0.7,0.2,0.81,0.16
model-1579134871,1579134915.317,0.76,0.16,0.73,0.17
model-1579134871,1579134915.387,0.79,0.15,0.68,0.2
model-1579134871,1579134915.464,0.75,0.17,0.69,0.19
model-1579134871,1579134915.539,0.75,0.16,0.7,0.19
model-1579134871,1579134915.637,0.71,0.19,0.73,0.19
model-1579134871,1579134915.719,0.63,0.23,0.69,0.2
model-1579134871,1579134915.8,0.71,0.18,0.7,0.21
model-1579134871,1579134915.877,0.68,0.19,0.73,0.17
model-1579134871,1579134915.951,0.71,0.19,0.76,0.16
model-1579134871,1579134916.033,0.67,0.21,0.69,0.2
model-1579134871,1579134916.125,0.75,0.17,0.71,0.19
model-1579134871,1579134916.201,0.68,0.2,0.69,0.19
model-1579134871,1579134916.276,0.68,0.21,0.73,0.18
model-1579134871,1579134916.35,0.75,0.17,0.78,0.16
model-1579134871,1579134916.422,0.68,0.19,0.75,0.18
model-1579134871,1579134916.491,0.72,0.18,0.69,0.21
model-1579134871,1579134916.565,0.71,0.18,0.72,0.2
model-1579134871,1579134916.639,0.68,0.2,0.74,0.18
model-1579134871,1579134916.716,0.63,0.21,0.74,0.19
model-1579134871,1579134916.802,0.69,0.19,0.78,0.17
model-1579134871,1579134916.876,0.71,0.18,0.69,0.19
model-1579134871,1579134916.949,0.67,0.2,0.72,0.18
model-1579134871,1579134917.021,0.67,0.22,0.75,0.18
model-1579134871,1579134917.117,0.66,0.2,0.69,0.2
model-1579134871,1579134917.188,0.77,0.17,0.7,0.19
model-1579134871,1579134917.259,0.71,0.18,0.68,0.18
model-1579134871,1579134917.336,0.69,0.19,0.74,0.18
model-1579134871,1579134917.41,0.77,0.16,0.69,0.2
model-1579134871,1579134917.483,0.72,0.18,0.79,0.15
model-1579134871,1579134917.554,0.67,0.2,0.71,0.17
model-1579134871,1579134917.626,0.8,0.17,0.74,0.19
model-1579134871,1579134917.7,0.69,0.22,0.67,0.2
model-1579134871,1579134917.793,0.73,0.2,0.69,0.21
model-1579134871,1579134917.886,0.7,0.18,0.71,0.21
model-1579134871,1579134917.978,0.7,0.19,0.67,0.22
model-1579134871,1579134918.073,0.72,0.17,0.74,0.16
model-1579134871,1579134918.148,0.72,0.19,0.71,0.18
model-1579134871,1579134918.218,0.76,0.17,0.74,0.17
model-1579134871,1579134918.314,0.71,0.21,0.78,0.17
model-1579134871,1579134918.409,0.69,0.21,0.72,0.17
model-1579134871,1579134918.484,0.81,0.15,0.71,0.2
model-1579134871,1579134918.577,0.79,0.15,0.66,0.2
model-1579134871,1579134918.672,0.73,0.2,0.73,0.19
model-1579134871,1579134918.747,0.73,0.18,0.68,0.2
model-1579134871,1579134918.832,0.73,0.19,0.73,0.17
model-1579134871,1579134918.918,0.78,0.16,0.72,0.17
model-1579134871,1579134918.99,0.72,0.18,0.76,0.18
model-1579134871,1579134919.066,0.79,0.16,0.72,0.18
model-1579134871,1579134919.142,0.73,0.17,0.75,0.17
model-1579134871,1579134919.216,0.8,0.16,0.73,0.18
model-1579134871,1579134919.309,0.68,0.2,0.72,0.2
model-1579134871,1579134919.383,0.79,0.17,0.73,0.19
model-1579134871,1579134919.46,0.66,0.21,0.73,0.17
model-1579134871,1579134919.547,0.69,0.21,0.76,0.18
model-1579134871,1579134919.623,0.75,0.17,0.71,0.22
model-1579134871,1579134919.694,0.71,0.18,0.67,0.22
model-1579134871,1579134919.77,0.61,0.23,0.75,0.19
model-1579134871,1579134919.844,0.77,0.17,0.68,0.2
model-1579134871,1579134919.918,0.65,0.22,0.71,0.21
model-1579134871,1579134920.004,0.7,0.19,0.67,0.21
model-1579134871,1579134920.078,0.65,0.21,0.71,0.19
model-1579134871,1579134920.151,0.73,0.19,0.74,0.19
model-1579134871,1579134920.224,0.76,0.16,0.75,0.18
model-1579134871,1579134920.293,0.73,0.19,0.7,0.2
model-1579134871,1579134920.369,0.66,0.23,0.74,0.19
model-1579134871,1579134920.446,0.61,0.24,0.7,0.18
model-1579134871,1579134920.522,0.73,0.17,0.73,0.17
model-1579134871,1579134920.593,0.7,0.19,0.73,0.18
model-1579134871,1579134920.671,0.74,0.18,0.72,0.2
model-1579134871,1579134920.748,0.62,0.21,0.69,0.2
model-1579134871,1579134920.835,0.6,0.23,0.7,0.2
model-1579134871,1579134920.91,0.63,0.21,0.71,0.21
model-1579134871,1579134920.985,0.67,0.2,0.7,0.19
model-1579134871,1579134921.057,0.77,0.17,0.75,0.17
model-1579134871,1579134921.131,0.67,0.21,0.72,0.18
model-1579134871,1579134921.205,0.68,0.19,0.7,0.2
model-1579134871,1579134921.279,0.76,0.17,0.76,0.17
model-1579134871,1579134921.351,0.72,0.19,0.65,0.2
model-1579134871,1579134921.424,0.72,0.19,0.78,0.17
model-1579134871,1579134921.494,0.65,0.19,0.72,0.19
model-1579134871,1579134921.572,0.68,0.2,0.78,0.16
model-1579134871,1579134921.648,0.61,0.22,0.77,0.17
model-1579134871,1579134921.722,0.69,0.2,0.73,0.2
model-1579134871,1579134921.792,0.68,0.19,0.68,0.2
model-1579134871,1579134921.869,0.72,0.18,0.64,0.2
model-1579134871,1579134921.943,0.71,0.19,0.71,0.19
model-1579134871,1579134922.016,0.75,0.18,0.66,0.2
model-1579134871,1579134922.088,0.75,0.18,0.73,0.18
model-1579134871,1579134922.161,0.72,0.18,0.7,0.2
model-1579134871,1579134922.237,0.79,0.16,0.67,0.21
model-1579134871,1579134922.332,0.73,0.18,0.79,0.15
model-1579134871,1579134922.427,0.65,0.22,0.7,0.2
model-1579134871,1579134922.505,0.76,0.16,0.67,0.19
model-1579134871,1579134922.581,0.72,0.18,0.68,0.21
model-1579134871,1579134922.655,0.7,0.21,0.73,0.17
model-1579134871,1579134922.726,0.79,0.17,0.74,0.2
model-1579134871,1579134922.807,0.72,0.18,0.63,0.23
model-1579134871,1579134922.883,0.77,0.17,0.76,0.18
model-1579134871,1579134922.995,0.85,0.14,0.73,0.19
model-1579134871,1579134923.088,0.73,0.17,0.79,0.16
model-1579134871,1579134923.181,0.81,0.14,0.74,0.18
model-1579134871,1579134923.275,0.71,0.19,0.71,0.17
model-1579134871,1579134923.35,0.74,0.16,0.8,0.15
model-1579134871,1579134923.422,0.8,0.15,0.75,0.17
model-1579134871,1579134923.493,0.71,0.2,0.7,0.2
model-1579134871,1579134923.565,0.72,0.19,0.73,0.18
model-1579134871,1579134923.64,0.73,0.18,0.67,0.21
model-1579134871,1579134923.736,0.81,0.16,0.71,0.19
model-1579134871,1579134923.812,0.62,0.23,0.67,0.21
model-1579134871,1579134923.907,0.67,0.21,0.74,0.18
model-1579134871,1579134923.983,0.71,0.21,0.7,0.22
model-1579134871,1579134924.055,0.73,0.17,0.65,0.22
model-1579134871,1579134924.128,0.62,0.24,0.69,0.2
model-1579134871,1579134924.204,0.74,0.19,0.69,0.19
model-1579134871,1579134924.296,0.66,0.19,0.7,0.19
model-1579134871,1579134924.372,0.71,0.2,0.7,0.18
model-1579134871,1579134924.449,0.69,0.2,0.69,0.21
model-1579134871,1579134924.522,0.76,0.15,0.64,0.24
model-1579134871,1579134924.594,0.68,0.21,0.69,0.21
model-1579134871,1579134924.663,0.7,0.18,0.67,0.21
model-1579134871,1579134924.738,0.72,0.17,0.71,0.2
model-1579134871,1579134924.815,0.67,0.2,0.7,0.2
model-1579134871,1579134924.889,0.62,0.22,0.66,0.22
model-1579134871,1579134924.982,0.71,0.18,0.75,0.19
model-1579134871,1579134925.075,0.67,0.2,0.73,0.19
model-1579134871,1579134925.171,0.75,0.17,0.8,0.16
model-1579134871,1579134925.264,0.8,0.17,0.73,0.16
model-1579134871,1579134925.381,0.8,0.15,0.75,0.18
model-1579134871,1579134925.479,0.75,0.17,0.74,0.18
model-1579134871,1579134925.574,0.7,0.2,0.79,0.17
model-1579134871,1579134925.651,0.72,0.19,0.68,0.21
model-1579134871,1579134925.726,0.74,0.18,0.79,0.16
model-1579134871,1579134925.8,0.78,0.15,0.75,0.17
model-1579134871,1579134925.875,0.8,0.16,0.64,0.2
model-1579134871,1579134925.952,0.75,0.18,0.73,0.18
model-1579134871,1579134926.023,0.72,0.2,0.76,0.15
model-1579134871,1579134926.095,0.74,0.17,0.75,0.17
model-1579134871,1579134926.166,0.77,0.16,0.74,0.18
model-1579134871,1579134926.242,0.69,0.21,0.7,0.19
model-1579134871,1579134926.318,0.74,0.17,0.72,0.18
model-1579134871,1579134926.392,0.78,0.17,0.72,0.18
model-1579134871,1579134926.468,0.81,0.15,0.77,0.16
model-1579134871,1579134926.529,0.69,0.2,0.7,0.19
model-1579134871,1579134926.611,0.65,0.22,0.81,0.14
model-1579134871,1579134926.706,0.75,0.16,0.8,0.15
model-1579134871,1579134926.793,0.74,0.18,0.67,0.2
model-1579134871,1579134926.878,0.73,0.17,0.78,0.17
model-1579134871,1579134926.953,0.7,0.19,0.74,0.16
model-1579134871,1579134927.023,0.75,0.18,0.72,0.18
model-1579134871,1579134927.096,0.68,0.2,0.76,0.17
model-1579134871,1579134927.166,0.76,0.17,0.78,0.16
model-1579134871,1579134927.241,0.71,0.18,0.78,0.15
model-1579134871,1579134927.317,0.73,0.17,0.72,0.19
model-1579134871,1579134927.391,0.65,0.21,0.75,0.19
model-1579134871,1579134927.462,0.64,0.21,0.75,0.17
model-1579134871,1579134927.538,0.75,0.18,0.7,0.19
model-1579134871,1579134927.614,0.71,0.19,0.75,0.18
model-1579134871,1579134927.688,0.74,0.19,0.74,0.19
model-1579134871,1579134927.758,0.71,0.2,0.67,0.2
model-1579134871,1579134927.829,0.72,0.19,0.77,0.17
model-1579134871,1579134927.922,0.77,0.15,0.71,0.19
model-1579134871,1579134928.019,0.76,0.16,0.68,0.19
model-1579134871,1579134928.112,0.73,0.18,0.74,0.18
model-1579134871,1579134928.188,0.75,0.18,0.72,0.18
model-1579134871,1579134928.259,0.75,0.18,0.75,0.17
model-1579134871,1579134928.355,0.67,0.22,0.71,0.19
model-1579134871,1579134928.453,0.78,0.16,0.72,0.2
model-1579134871,1579134928.526,0.73,0.17,0.69,0.19
model-1579134871,1579134928.596,0.77,0.18,0.7,0.18
model-1579134871,1579134928.692,0.77,0.16,0.75,0.18
model-1579134871,1579134928.776,0.8,0.16,0.72,0.18
model-1579134871,1579134928.851,0.67,0.2,0.74,0.19
model-1579134871,1579134928.942,0.78,0.16,0.72,0.2
model-1579134871,1579134929.018,0.77,0.17,0.71,0.18
model-1579134871,1579134929.09,0.78,0.16,0.79,0.14
model-1579134871,1579134929.164,0.82,0.15,0.71,0.2
model-1579134871,1579134929.233,0.77,0.13,0.71,0.2
model-1579134871,1579134929.326,0.66,0.19,0.72,0.19
model-1579134871,1579134929.437,0.64,0.21,0.76,0.16
model-1579134871,1579134929.521,0.76,0.19,0.69,0.2
model-1579134871,1579134929.616,0.69,0.19,0.69,0.19
model-1579134871,1579134929.691,0.77,0.15,0.71,0.18
model-1579134871,1579134929.763,0.78,0.15,0.65,0.2
model-1579134871,1579134929.838,0.76,0.17,0.75,0.16
model-1579134871,1579134929.911,0.81,0.15,0.73,0.2
model-1579134871,1579134929.982,0.69,0.2,0.75,0.2
model-1579134871,1579134930.057,0.77,0.17,0.78,0.15
model-1579134871,1579134930.131,0.82,0.14,0.7,0.2
model-1579134871,1579134930.22,0.69,0.2,0.68,0.2
model-1579134871,1579134930.295,0.72,0.19,0.63,0.22
model-1579134871,1579134930.369,0.76,0.18,0.78,0.16
model-1579134871,1579134930.444,0.71,0.19,0.75,0.18
model-1579134871,1579134930.514,0.74,0.18,0.75,0.18
model-1579134871,1579134930.587,0.71,0.21,0.68,0.2
model-1579134871,1579134930.66,0.7,0.2,0.73,0.17
model-1579134871,1579134930.753,0.8,0.15,0.67,0.2
model-1579134871,1579134930.846,0.74,0.2,0.74,0.17
model-1579134871,1579134930.918,0.87,0.13,0.68,0.21
model-1579134871,1579134930.993,0.68,0.21,0.66,0.22
model-1579134871,1579134931.073,0.72,0.21,0.67,0.2
model-1579134871,1579134931.146,0.65,0.23,0.81,0.14
model-1579134871,1579134931.217,0.75,0.17,0.72,0.19
model-1579134871,1579134931.294,0.81,0.15,0.76,0.17
model-1579134871,1579134931.371,0.68,0.18,0.71,0.2
model-1579134871,1579134931.448,0.73,0.19,0.74,0.19
model-1579134871,1579134931.521,0.66,0.2,0.75,0.17
model-1579134871,1579134931.603,0.73,0.18,0.82,0.15
model-1579134871,1579134931.678,0.7,0.18,0.7,0.21
model-1579134871,1579134931.748,0.77,0.16,0.78,0.18
model-1579134871,1579134931.82,0.77,0.16,0.74,0.17
model-1579134871,1579134931.895,0.8,0.15,0.66,0.21
model-1579134871,1579134931.969,0.71,0.18,0.79,0.17
model-1579134871,1579134932.042,0.73,0.18,0.72,0.17
model-1579134871,1579134932.114,0.8,0.17,0.65,0.21
model-1579134871,1579134932.184,0.81,0.14,0.76,0.17
model-1579134871,1579134932.26,0.74,0.19,0.7,0.19
model-1579134871,1579134932.335,0.68,0.19,0.77,0.17
model-1579134871,1579134932.41,0.85,0.12,0.69,0.2
model-1579134871,1579134932.482,0.74,0.18,0.75,0.17
model-1579134871,1579134932.578,0.73,0.18,0.69,0.21
model-1579134871,1579134932.671,0.74,0.17,0.75,0.16
model-1579134871,1579134932.746,0.74,0.17,0.7,0.2
model-1579134871,1579134932.815,0.74,0.17,0.68,0.18
model-1579134871,1579134932.887,0.76,0.16,0.73,0.19
model-1579134871,1579134932.962,0.73,0.17,0.72,0.19
model-1579134871,1579134933.037,0.78,0.15,0.78,0.18
model-1579134871,1579134933.11,0.78,0.14,0.72,0.19
model-1579134871,1579134933.182,0.8,0.13,0.74,0.17
model-1579134871,1579134933.253,0.84,0.13,0.73,0.17
model-1579134871,1579134933.328,0.76,0.17,0.74,0.18
model-1579134871,1579134933.421,0.68,0.2,0.82,0.15
model-1579134871,1579134933.516,0.78,0.14,0.74,0.17
model-1579134871,1579134933.609,0.77,0.16,0.7,0.18
model-1579134871,1579134933.702,0.81,0.15,0.77,0.16
model-1579134871,1579134933.796,0.71,0.19,0.81,0.13
model-1579134871,1579134933.874,0.81,0.15,0.78,0.16
model-1579134871,1579134933.945,0.74,0.19,0.76,0.16
model-1579134871,1579134934.019,0.71,0.19,0.66,0.21
model-1579134871,1579134934.114,0.78,0.15,0.69,0.21
model-1579134871,1579134934.209,0.74,0.18,0.77,0.17
model-1579134871,1579134934.304,0.74,0.17,0.75,0.15
model-1579134871,1579134934.38,0.77,0.16,0.72,0.19
model-1579134871,1579134934.451,0.73,0.17,0.74,0.16
model-1579134871,1579134934.545,0.72,0.19,0.71,0.2
model-1579134871,1579134934.615,0.74,0.18,0.72,0.2
model-1579134871,1579134934.687,0.74,0.17,0.7,0.18
model-1579134871,1579134934.761,0.71,0.18,0.8,0.15
model-1579134871,1579134934.854,0.73,0.19,0.76,0.17
model-1579134871,1579134934.948,0.67,0.19,0.8,0.14
model-1579134871,1579134935.02,0.82,0.15,0.72,0.19
model-1579134871,1579134935.095,0.73,0.17,0.76,0.16
model-1579134871,1579134935.187,0.77,0.16,0.84,0.13
model-1579134871,1579134935.279,0.75,0.16,0.75,0.18
model-1579134871,1579134935.373,0.79,0.16,0.81,0.15
model-1579134871,1579134935.469,0.71,0.19,0.71,0.2
model-1579134871,1579134935.543,0.72,0.17,0.79,0.16
model-1579134871,1579134935.614,0.74,0.18,0.8,0.14
model-1579134871,1579134935.686,0.68,0.18,0.74,0.18
model-1579134871,1579134935.756,0.77,0.18,0.69,0.2
model-1579134871,1579134935.851,0.75,0.17,0.76,0.17
model-1579134871,1579134935.945,0.81,0.15,0.71,0.19
model-1579134871,1579134936.018,0.69,0.19,0.76,0.19
model-1579134871,1579134936.111,0.81,0.15,0.82,0.15
model-1579134871,1579134936.207,0.73,0.17,0.75,0.17
model-1579134871,1579134936.28,0.75,0.2,0.72,0.18
model-1579134871,1579134936.351,0.76,0.14,0.77,0.17
model-1579134871,1579134936.423,0.76,0.15,0.79,0.15
model-1579134871,1579134936.499,0.79,0.17,0.74,0.19
model-1579134871,1579134936.573,0.83,0.15,0.75,0.17
model-1579134871,1579134936.647,0.72,0.17,0.7,0.19
model-1579134871,1579134936.718,0.76,0.16,0.72,0.18
model-1579134871,1579134936.81,0.79,0.16,0.7,0.18
model-1579134871,1579134936.904,0.8,0.14,0.71,0.19
model-1579134871,1579134936.981,0.76,0.16,0.8,0.16
model-1579134871,1579134937.051,0.81,0.14,0.7,0.18
model-1579134871,1579134937.145,0.73,0.18,0.74,0.17
model-1579134871,1579134937.257,0.76,0.16,0.72,0.19
model-1579134871,1579134937.334,0.64,0.22,0.78,0.16
model-1579134871,1579134937.408,0.76,0.19,0.77,0.17
model-1579134871,1579134937.484,0.77,0.17,0.79,0.17
model-1579134871,1579134937.554,0.73,0.17,0.75,0.18
model-1579134871,1579134937.631,0.68,0.22,0.73,0.17
model-1579134871,1579134937.724,0.76,0.16,0.75,0.18
model-1579134871,1579134937.8,0.67,0.2,0.67,0.21
model-1579134871,1579134937.875,0.74,0.18,0.67,0.19
model-1579134871,1579134937.948,0.69,0.19,0.76,0.18
model-1579134871,1579134938.019,0.79,0.17,0.81,0.14
model-1579134871,1579134938.094,0.76,0.15,0.76,0.17
model-1579134871,1579134938.168,0.77,0.17,0.76,0.16
model-1579134871,1579134938.26,0.68,0.21,0.76,0.16
model-1579134871,1579134938.354,0.66,0.22,0.67,0.21
model-1579134871,1579134938.451,0.72,0.17,0.76,0.16
model-1579134871,1579134938.545,0.75,0.18,0.73,0.18
model-1579134871,1579134938.642,0.77,0.15,0.69,0.19
model-1579134871,1579134938.736,0.66,0.19,0.77,0.18
model-1579134871,1579134938.812,0.69,0.19,0.74,0.17
model-1579134871,1579134938.884,0.73,0.17,0.76,0.17
model-1579134871,1579134938.956,0.76,0.18,0.75,0.18
model-1579134871,1579134939.026,0.77,0.15,0.79,0.16
model-1579134871,1579134939.102,0.76,0.16,0.7,0.22
model-1579134871,1579134939.176,0.79,0.16,0.74,0.18
model-1579134871,1579134939.25,0.8,0.14,0.73,0.17
model-1579134871,1579134939.342,0.75,0.16,0.73,0.18
model-1579134871,1579134939.417,0.76,0.17,0.78,0.15
model-1579134871,1579134939.501,0.74,0.16,0.79,0.15
model-1579134871,1579134939.577,0.74,0.18,0.75,0.16
model-1579134871,1579134939.651,0.67,0.21,0.76,0.15
model-1579134871,1579134939.723,0.73,0.19,0.77,0.17
model-1579134871,1579134939.817,0.72,0.19,0.79,0.15
model-1579134871,1579134939.889,0.72,0.17,0.69,0.19
model-1579134871,1579134939.983,0.68,0.19,0.71,0.18
model-1579134871,1579134940.054,0.77,0.15,0.81,0.13
model-1579134871,1579134940.125,0.78,0.15,0.75,0.17
model-1579134871,1579134940.2,0.74,0.17,0.77,0.17
model-1579134871,1579134940.274,0.87,0.12,0.77,0.17
model-1579134871,1579134940.371,0.71,0.16,0.78,0.15
model-1579134871,1579134940.467,0.75,0.18,0.77,0.16
model-1579134871,1579134940.543,0.77,0.16,0.82,0.14
model-1579134871,1579134940.637,0.73,0.17,0.78,0.16
model-1579134871,1579134940.714,0.72,0.19,0.76,0.16
model-1579134871,1579134940.786,0.82,0.16,0.73,0.18
model-1579134871,1579134940.856,0.81,0.15,0.79,0.16
model-1579134871,1579134940.927,0.8,0.15,0.8,0.13
model-1579134871,1579134941.003,0.86,0.12,0.7,0.2
model-1579134871,1579134941.077,0.8,0.15,0.75,0.19
model-1579134871,1579134941.173,0.84,0.13,0.79,0.16
model-1579134871,1579134941.268,0.72,0.19,0.74,0.16
model-1579134871,1579134941.344,0.77,0.16,0.75,0.18
model-1579134871,1579134941.419,0.82,0.14,0.77,0.17
model-1579134871,1579134941.515,0.72,0.19,0.73,0.16
model-1579134871,1579134941.607,0.77,0.15,0.79,0.14
model-1579134871,1579134941.688,0.85,0.12,0.69,0.19
model-1579134871,1579134941.761,0.82,0.14,0.67,0.21
model-1579134871,1579134941.837,0.71,0.22,0.7,0.23
model-1579134871,1579134941.91,0.69,0.2,0.76,0.16
model-1579134871,1579134941.984,0.73,0.18,0.72,0.17
model-1579134871,1579134942.056,0.78,0.15,0.79,0.15
model-1579134871,1579134942.128,0.67,0.21,0.76,0.16
model-1579134871,1579134942.202,0.76,0.17,0.81,0.15
model-1579134871,1579134942.277,0.69,0.18,0.76,0.17
model-1579134871,1579134942.363,0.77,0.18,0.78,0.17
model-1579134871,1579134942.44,0.73,0.19,0.67,0.19
model-1579134871,1579134942.515,0.8,0.14,0.72,0.18
model-1579134871,1579134942.608,0.72,0.19,0.71,0.18
model-1579134871,1579134942.681,0.7,0.18,0.76,0.17
model-1579134871,1579134942.77,0.73,0.16,0.75,0.16
model-1579134871,1579134942.859,0.67,0.2,0.76,0.15
model-1579134871,1579134942.935,0.74,0.18,0.73,0.19
model-1579134871,1579134943.006,0.74,0.15,0.67,0.2
model-1579134871,1579134943.083,0.74,0.16,0.77,0.18
model-1579134871,1579134943.153,0.81,0.15,0.72,0.19
model-1579134871,1579134943.224,0.83,0.16,0.72,0.17
model-1579134871,1579134943.295,0.88,0.12,0.76,0.17
model-1579134871,1579134943.372,0.74,0.16,0.7,0.19
model-1579134871,1579134943.449,0.65,0.2,0.72,0.18
model-1579134871,1579134943.521,0.71,0.18,0.76,0.16
model-1579134871,1579134943.593,0.79,0.16,0.78,0.16
model-1579134871,1579134943.689,0.81,0.14,0.74,0.18
model-1579134871,1579134943.793,0.85,0.13,0.72,0.18
model-1579134871,1579134943.889,0.75,0.15,0.73,0.17
model-1579134871,1579134943.984,0.73,0.19,0.84,0.13
model-1579134871,1579134944.084,0.79,0.15,0.79,0.14
model-1579134871,1579134944.176,0.81,0.14,0.76,0.16
model-1579134871,1579134944.252,0.7,0.19,0.76,0.16
model-1579134871,1579134944.322,0.79,0.15,0.72,0.19
model-1579134871,1579134944.418,0.81,0.16,0.79,0.17
model-1579134871,1579134944.507,0.82,0.14,0.77,0.16
model-1579134871,1579134944.563,0.79,0.16,0.79,0.15
model-1579134871,1579134944.658,0.67,0.21,0.78,0.15
model-1579134871,1579134944.732,0.75,0.16,0.75,0.18
model-1579134871,1579134944.826,0.74,0.17,0.8,0.14
model-1579134871,1579134944.896,0.75,0.16,0.73,0.16
model-1579134871,1579134944.987,0.74,0.18,0.71,0.21
model-1579134871,1579134945.057,0.77,0.17,0.78,0.16
model-1579134871,1579134945.13,0.74,0.19,0.66,0.22
model-1579134871,1579134945.204,0.76,0.16,0.75,0.16
model-1579134871,1579134945.294,0.76,0.17,0.75,0.16
model-1579134871,1579134945.364,0.75,0.15,0.7,0.19
model-1579134871,1579134945.444,0.68,0.19,0.75,0.17
model-1579134871,1579134945.518,0.63,0.2,0.71,0.19
model-1579134871,1579134945.591,0.76,0.15,0.72,0.19
model-1579134871,1579134945.66,0.78,0.17,0.75,0.18
model-1579134871,1579134945.732,0.78,0.16,0.72,0.17
model-1579134871,1579134945.808,0.72,0.18,0.76,0.16
model-1579134871,1579134945.883,0.76,0.17,0.73,0.19
model-1579134871,1579134945.956,0.81,0.14,0.76,0.16
model-1579134871,1579134946.028,0.81,0.14,0.72,0.17
model-1579134871,1579134946.124,0.75,0.18,0.8,0.17
model-1579134871,1579134946.197,0.74,0.16,0.73,0.18
model-1579134871,1579134946.273,0.7,0.18,0.72,0.18
model-1579134871,1579134946.349,0.67,0.21,0.76,0.16
model-1579134871,1579134946.423,0.79,0.16,0.67,0.2
model-1579134871,1579134946.497,0.79,0.16,0.76,0.16
model-1579134871,1579134946.573,0.75,0.17,0.8,0.16
model-1579134871,1579134946.649,0.82,0.15,0.73,0.19
model-1579134871,1579134946.732,0.76,0.15,0.71,0.19
model-1579134871,1579134946.808,0.72,0.19,0.69,0.18
model-1579134871,1579134946.885,0.81,0.14,0.78,0.16
model-1579134871,1579134946.98,0.79,0.14,0.75,0.19
model-1579134871,1579134947.057,0.77,0.15,0.72,0.17
