model-1579134871,1579134884.951,0.38,0.29,0.57,0.24
model-1579134871,1579134885.024,0.6,0.23,0.54,0.24
model-1579134871,1579134885.096,0.68,0.24,0.5,0.25
model-1579134871,1579134885.171,0.56,0.24,0.62,0.24
model-1579134871,1579134885.264,0.6,0.24,0.65,0.23
model-1579134871,1579134885.357,0.58,0.24,0.59,0.24
model-1579134871,1579134885.428,0.67,0.23,0.66,0.23
model-1579134871,1579134885.498,0.58,0.24,0.55,0.24
model-1579134871,1579134885.575,0.6,0.24,0.56,0.24
model-1579134871,1579134885.668,0.65,0.23,0.64,0.23
model-1579134871,1579134885.762,0.66,0.23,0.61,0.24
model-1579134871,1579134885.876,0.59,0.23,0.59,0.25
model-1579134871,1579134885.951,0.66,0.23,0.61,0.24
model-1579134871,1579134886.043,0.57,0.24,0.72,0.21
model-1579134871,1579134886.117,0.68,0.23,0.66,0.22
model-1579134871,1579134886.209,0.63,0.23,0.65,0.23
model-1579134871,1579134886.286,0.68,0.23,0.6,0.24
model-1579134871,1579134886.376,0.64,0.23,0.59,0.24
model-1579134871,1579134886.467,0.69,0.23,0.69,0.22
model-1579134871,1579134886.557,0.58,0.24,0.63,0.23
model-1579134871,1579134886.628,0.59,0.22,0.61,0.24
model-1579134871,1579134886.695,0.63,0.23,0.62,0.23
model-1579134871,1579134886.765,0.63,0.22,0.66,0.23
model-1579134871,1579134886.835,0.63,0.23,0.61,0.24
model-1579134871,1579134886.927,0.65,0.22,0.69,0.21
model-1579134871,1579134886.997,0.58,0.23,0.61,0.23
model-1579134871,1579134887.066,0.66,0.21,0.69,0.2
model-1579134871,1579134887.156,0.67,0.2,0.54,0.27
model-1579134871,1579134887.248,0.65,0.22,0.64,0.22
model-1579134871,1579134887.321,0.6,0.24,0.69,0.21
model-1579134871,1579134887.391,0.69,0.22,0.57,0.24
model-1579134871,1579134887.46,0.66,0.21,0.6,0.25
model-1579134871,1579134887.529,0.66,0.21,0.57,0.24
model-1579134871,1579134887.597,0.53,0.25,0.54,0.24
model-1579134871,1579134887.666,0.61,0.24,0.65,0.23
model-1579134871,1579134887.744,0.6,0.23,0.62,0.24
model-1579134871,1579134887.819,0.59,0.23,0.61,0.24
model-1579134871,1579134887.891,0.53,0.26,0.59,0.25
model-1579134871,1579134887.963,0.62,0.22,0.57,0.25
model-1579134871,1579134888.031,0.54,0.26,0.58,0.25
model-1579134871,1579134888.099,0.58,0.22,0.53,0.24
model-1579134871,1579134888.166,0.67,0.22,0.65,0.23
model-1579134871,1579134888.235,0.63,0.23,0.62,0.23
model-1579134871,1579134888.307,0.6,0.24,0.62,0.23
model-1579134871,1579134888.381,0.54,0.26,0.54,0.25
model-1579134871,1579134888.452,0.54,0.24,0.56,0.24
model-1579134871,1579134888.526,0.65,0.23,0.65,0.23
model-1579134871,1579134888.593,0.64,0.23,0.61,0.24
model-1579134871,1579134888.663,0.67,0.23,0.62,0.24
model-1579134871,1579134888.732,0.66,0.22,0.59,0.24
model-1579134871,1579134888.822,0.52,0.25,0.61,0.23
model-1579134871,1579134888.912,0.64,0.23,0.71,0.21
model-1579134871,1579134888.999,0.55,0.24,0.62,0.23
model-1579134871,1579134889.076,0.61,0.24,0.59,0.24
model-1579134871,1579134889.151,0.7,0.21,0.61,0.23
model-1579134871,1579134889.226,0.69,0.21,0.62,0.22
model-1579134871,1579134889.301,0.76,0.2,0.56,0.25
model-1579134871,1579134889.374,0.63,0.22,0.64,0.22
model-1579134871,1579134889.445,0.56,0.25,0.64,0.22
model-1579134871,1579134889.525,0.66,0.22,0.68,0.21
model-1579134871,1579134889.613,0.66,0.21,0.59,0.24
model-1579134871,1579134889.682,0.75,0.2,0.71,0.2
model-1579134871,1579134889.755,0.62,0.23,0.58,0.25
model-1579134871,1579134889.824,0.71,0.2,0.73,0.2
model-1579134871,1579134889.902,0.62,0.24,0.56,0.26
model-1579134871,1579134889.973,0.66,0.22,0.63,0.22
model-1579134871,1579134890.043,0.59,0.24,0.62,0.22
model-1579134871,1579134890.114,0.55,0.25,0.51,0.26
model-1579134871,1579134890.182,0.56,0.26,0.58,0.24
model-1579134871,1579134890.251,0.54,0.25,0.55,0.25
model-1579134871,1579134890.328,0.62,0.23,0.59,0.25
model-1579134871,1579134890.382,0.58,0.22,0.62,0.24
model-1579134871,1579134890.476,0.52,0.26,0.74,0.2
model-1579134871,1579134890.548,0.59,0.24,0.64,0.23
model-1579134871,1579134890.617,0.64,0.22,0.54,0.25
model-1579134871,1579134890.686,0.57,0.23,0.63,0.23
model-1579134871,1579134890.776,0.57,0.24,0.73,0.21
model-1579134871,1579134890.879,0.66,0.23,0.63,0.22
model-1579134871,1579134890.967,0.68,0.22,0.59,0.24
model-1579134871,1579134891.057,0.71,0.21,0.55,0.24
model-1579134871,1579134891.133,0.56,0.23,0.69,0.21
model-1579134871,1579134891.205,0.6,0.23,0.55,0.24
model-1579134871,1579134891.278,0.56,0.25,0.61,0.23
model-1579134871,1579134891.346,0.57,0.24,0.59,0.24
model-1579134871,1579134891.416,0.58,0.24,0.71,0.21
model-1579134871,1579134891.484,0.65,0.23,0.58,0.24
model-1579134871,1579134891.575,0.64,0.23,0.73,0.21
model-1579134871,1579134891.668,0.57,0.23,0.55,0.23
model-1579134871,1579134891.759,0.59,0.24,0.72,0.22
model-1579134871,1579134891.847,0.62,0.23,0.61,0.24
model-1579134871,1579134891.937,0.68,0.21,0.71,0.21
model-1579134871,1579134892.028,0.61,0.23,0.73,0.2
model-1579134871,1579134892.103,0.68,0.22,0.66,0.22
model-1579134871,1579134892.175,0.68,0.21,0.69,0.21
model-1579134871,1579134892.244,0.59,0.24,0.66,0.23
model-1579134871,1579134892.313,0.65,0.22,0.65,0.22
model-1579134871,1579134892.381,0.63,0.22,0.65,0.22
model-1579134871,1579134892.448,0.63,0.23,0.65,0.22
model-1579134871,1579134892.517,0.68,0.21,0.66,0.21
model-1579134871,1579134892.584,0.64,0.23,0.71,0.2
model-1579134871,1579134892.654,0.61,0.23,0.62,0.24
model-1579134871,1579134892.728,0.72,0.19,0.6,0.24
model-1579134871,1579134892.815,0.61,0.23,0.58,0.23
model-1579134871,1579134892.906,0.68,0.21,0.64,0.22
model-1579134871,1579134892.978,0.74,0.19,0.69,0.2
model-1579134871,1579134893.047,0.67,0.19,0.63,0.23
model-1579134871,1579134893.138,0.63,0.22,0.62,0.23
model-1579134871,1579134893.237,0.62,0.24,0.58,0.23
model-1579134871,1579134893.308,0.65,0.22,0.64,0.21
model-1579134871,1579134893.378,0.58,0.25,0.68,0.21
model-1579134871,1579134893.468,0.72,0.19,0.64,0.23
model-1579134871,1579134893.573,0.69,0.21,0.64,0.24
model-1579134871,1579134893.651,0.67,0.2,0.67,0.21
model-1579134871,1579134893.719,0.74,0.18,0.62,0.24
model-1579134871,1579134893.807,0.7,0.21,0.55,0.25
model-1579134871,1579134893.912,0.66,0.21,0.65,0.21
model-1579134871,1579134893.983,0.7,0.19,0.59,0.23
model-1579134871,1579134894.051,0.64,0.22,0.69,0.22
model-1579134871,1579134894.139,0.55,0.24,0.66,0.21
model-1579134871,1579134894.245,0.66,0.2,0.65,0.23
model-1579134871,1579134894.337,0.62,0.22,0.66,0.22
model-1579134871,1579134894.41,0.62,0.22,0.71,0.2
model-1579134871,1579134894.482,0.66,0.22,0.73,0.18
model-1579134871,1579134894.551,0.66,0.21,0.59,0.23
model-1579134871,1579134894.645,0.75,0.18,0.66,0.21
model-1579134871,1579134894.738,0.56,0.26,0.64,0.23
model-1579134871,1579134894.81,0.73,0.19,0.59,0.22
model-1579134871,1579134894.884,0.53,0.26,0.59,0.23
model-1579134871,1579134894.958,0.64,0.23,0.61,0.24
model-1579134871,1579134895.035,0.61,0.24,0.63,0.21
model-1579134871,1579134895.11,0.7,0.22,0.65,0.21
model-1579134871,1579134895.184,0.7,0.2,0.74,0.2
model-1579134871,1579134895.257,0.68,0.2,0.65,0.24
model-1579134871,1579134895.333,0.7,0.22,0.71,0.21
model-1579134871,1579134895.42,0.58,0.23,0.62,0.23
model-1579134871,1579134895.498,0.57,0.24,0.7,0.21
model-1579134871,1579134895.575,0.65,0.22,0.55,0.23
model-1579134871,1579134895.649,0.68,0.2,0.59,0.24
model-1579134871,1579134895.74,0.75,0.19,0.63,0.22
model-1579134871,1579134895.812,0.66,0.21,0.57,0.24
model-1579134871,1579134895.888,0.68,0.21,0.61,0.23
model-1579134871,1579134895.963,0.5,0.25,0.67,0.22
model-1579134871,1579134896.041,0.76,0.17,0.66,0.22
model-1579134871,1579134896.117,0.68,0.21,0.75,0.2
model-1579134871,1579134896.189,0.63,0.22,0.75,0.19
model-1579134871,1579134896.283,0.55,0.23,0.75,0.2
model-1579134871,1579134896.378,0.71,0.21,0.58,0.24
model-1579134871,1579134896.491,0.54,0.24,0.57,0.25
model-1579134871,1579134896.587,0.63,0.23,0.6,0.22
model-1579134871,1579134896.685,0.63,0.22,0.61,0.24
model-1579134871,1579134896.759,0.64,0.22,0.58,0.24
model-1579134871,1579134896.834,0.65,0.21,0.71,0.2
model-1579134871,1579134896.909,0.74,0.19,0.64,0.23
model-1579134871,1579134896.984,0.62,0.24,0.73,0.2
model-1579134871,1579134897.059,0.63,0.21,0.64,0.22
model-1579134871,1579134897.14,0.7,0.2,0.59,0.24
model-1579134871,1579134897.235,0.67,0.2,0.63,0.23
model-1579134871,1579134897.322,0.64,0.21,0.6,0.24
model-1579134871,1579134897.402,0.65,0.21,0.67,0.2
model-1579134871,1579134897.494,0.62,0.23,0.65,0.22
model-1579134871,1579134897.571,0.72,0.19,0.71,0.19
model-1579134871,1579134897.644,0.61,0.22,0.6,0.25
model-1579134871,1579134897.717,0.71,0.21,0.64,0.21
model-1579134871,1579134897.79,0.65,0.22,0.67,0.2
model-1579134871,1579134897.865,0.69,0.21,0.69,0.2
model-1579134871,1579134897.94,0.67,0.2,0.72,0.21
model-1579134871,1579134898.015,0.67,0.22,0.63,0.21
model-1579134871,1579134898.089,0.7,0.22,0.75,0.19
model-1579134871,1579134898.185,0.58,0.23,0.67,0.2
model-1579134871,1579134898.276,0.67,0.21,0.64,0.21
model-1579134871,1579134898.371,0.73,0.19,0.65,0.22
model-1579134871,1579134898.467,0.59,0.24,0.76,0.19
model-1579134871,1579134898.541,0.61,0.22,0.71,0.22
model-1579134871,1579134898.616,0.75,0.2,0.68,0.21
model-1579134871,1579134898.709,0.69,0.2,0.73,0.21
model-1579134871,1579134898.783,0.65,0.23,0.67,0.21
model-1579134871,1579134898.853,0.61,0.24,0.69,0.2
model-1579134871,1579134898.924,0.66,0.22,0.64,0.22
model-1579134871,1579134899.0,0.65,0.21,0.74,0.19
model-1579134871,1579134899.074,0.74,0.2,0.71,0.19
model-1579134871,1579134899.15,0.66,0.21,0.63,0.22
model-1579134871,1579134899.22,0.68,0.21,0.62,0.23
model-1579134871,1579134899.315,0.75,0.2,0.67,0.22
model-1579134871,1579134899.429,0.65,0.23,0.73,0.19
model-1579134871,1579134899.515,0.68,0.2,0.7,0.2
model-1579134871,1579134899.586,0.65,0.22,0.65,0.21
model-1579134871,1579134899.681,0.63,0.23,0.57,0.23
model-1579134871,1579134899.794,0.65,0.21,0.63,0.22
model-1579134871,1579134899.877,0.67,0.21,0.6,0.22
model-1579134871,1579134899.951,0.75,0.18,0.62,0.23
model-1579134871,1579134900.026,0.66,0.22,0.79,0.18
model-1579134871,1579134900.101,0.67,0.21,0.62,0.24
model-1579134871,1579134900.176,0.61,0.23,0.66,0.22
model-1579134871,1579134900.25,0.66,0.23,0.6,0.24
model-1579134871,1579134900.322,0.7,0.21,0.66,0.22
model-1579134871,1579134900.417,0.64,0.21,0.71,0.19
model-1579134871,1579134900.489,0.67,0.22,0.73,0.2
model-1579134871,1579134900.56,0.71,0.21,0.7,0.2
model-1579134871,1579134900.638,0.72,0.2,0.64,0.22
model-1579134871,1579134900.714,0.65,0.21,0.65,0.21
model-1579134871,1579134900.788,0.62,0.21,0.66,0.22
model-1579134871,1579134900.881,0.72,0.19,0.59,0.23
model-1579134871,1579134900.976,0.73,0.19,0.64,0.22
model-1579134871,1579134901.071,0.69,0.19,0.67,0.22
model-1579134871,1579134901.148,0.66,0.22,0.65,0.21
model-1579134871,1579134901.22,0.69,0.21,0.65,0.21
model-1579134871,1579134901.293,0.65,0.22,0.72,0.18
model-1579134871,1579134901.367,0.72,0.21,0.66,0.22
model-1579134871,1579134901.443,0.65,0.21,0.61,0.24
model-1579134871,1579134901.517,0.69,0.2,0.71,0.19
model-1579134871,1579134901.59,0.58,0.24,0.63,0.21
model-1579134871,1579134901.661,0.7,0.19,0.65,0.23
model-1579134871,1579134901.735,0.62,0.24,0.66,0.2
model-1579134871,1579134901.81,0.67,0.23,0.58,0.23
model-1579134871,1579134901.885,0.58,0.26,0.69,0.2
model-1579134871,1579134901.957,0.67,0.2,0.63,0.23
model-1579134871,1579134902.054,0.71,0.19,0.74,0.19
model-1579134871,1579134902.15,0.61,0.21,0.75,0.18
model-1579134871,1579134902.225,0.57,0.22,0.64,0.23
model-1579134871,1579134902.295,0.61,0.24,0.66,0.22
model-1579134871,1579134902.372,0.7,0.2,0.62,0.23
model-1579134871,1579134902.447,0.69,0.21,0.71,0.2
model-1579134871,1579134902.543,0.71,0.2,0.6,0.23
model-1579134871,1579134902.616,0.68,0.21,0.63,0.23
model-1579134871,1579134902.69,0.56,0.25,0.7,0.21
model-1579134871,1579134902.759,0.61,0.24,0.67,0.22
model-1579134871,1579134902.83,0.7,0.21,0.69,0.22
model-1579134871,1579134902.909,0.72,0.19,0.7,0.21
model-1579134871,1579134902.985,0.64,0.23,0.65,0.21
model-1579134871,1579134903.059,0.62,0.22,0.74,0.19
model-1579134871,1579134903.13,0.7,0.19,0.65,0.21
model-1579134871,1579134903.205,0.62,0.22,0.69,0.21
model-1579134871,1579134903.283,0.7,0.21,0.65,0.23
model-1579134871,1579134903.356,0.62,0.21,0.59,0.22
model-1579134871,1579134903.456,0.56,0.23,0.6,0.24
model-1579134871,1579134903.545,0.59,0.23,0.66,0.2
model-1579134871,1579134903.622,0.63,0.22,0.71,0.19
model-1579134871,1579134903.699,0.7,0.21,0.72,0.19
model-1579134871,1579134903.777,0.74,0.19,0.63,0.21
model-1579134871,1579134903.852,0.71,0.2,0.77,0.19
model-1579134871,1579134903.943,0.66,0.21,0.71,0.19
model-1579134871,1579134904.019,0.69,0.2,0.68,0.21
model-1579134871,1579134904.091,0.66,0.21,0.69,0.22
model-1579134871,1579134904.162,0.71,0.19,0.73,0.19
model-1579134871,1579134904.256,0.61,0.21,0.69,0.2
model-1579134871,1579134904.351,0.59,0.23,0.73,0.19
model-1579134871,1579134904.429,0.73,0.19,0.68,0.2
model-1579134871,1579134904.505,0.7,0.2,0.72,0.21
model-1579134871,1579134904.598,0.69,0.22,0.72,0.2
model-1579134871,1579134904.693,0.71,0.2,0.68,0.21
model-1579134871,1579134904.764,0.69,0.21,0.64,0.22
model-1579134871,1579134904.839,0.75,0.18,0.61,0.24
model-1579134871,1579134904.915,0.8,0.17,0.69,0.23
model-1579134871,1579134904.988,0.73,0.19,0.66,0.2
model-1579134871,1579134905.06,0.73,0.18,0.75,0.19
model-1579134871,1579134905.13,0.69,0.21,0.71,0.19
model-1579134871,1579134905.206,0.79,0.17,0.7,0.19
model-1579134871,1579134905.281,0.78,0.17,0.68,0.2
model-1579134871,1579134905.374,0.66,0.22,0.64,0.23
model-1579134871,1579134905.467,0.69,0.21,0.66,0.2
model-1579134871,1579134905.543,0.76,0.18,0.61,0.22
model-1579134871,1579134905.619,0.76,0.19,0.55,0.28
model-1579134871,1579134905.692,0.59,0.26,0.6,0.23
model-1579134871,1579134905.762,0.73,0.18,0.73,0.19
model-1579134871,1579134905.834,0.7,0.21,0.69,0.21
model-1579134871,1579134905.91,0.72,0.18,0.64,0.22
model-1579134871,1579134905.986,0.62,0.25,0.59,0.24
model-1579134871,1579134906.079,0.69,0.21,0.76,0.16
model-1579134871,1579134906.156,0.75,0.18,0.71,0.2
model-1579134871,1579134906.229,0.72,0.2,0.61,0.22
model-1579134871,1579134906.325,0.68,0.19,0.6,0.25
model-1579134871,1579134906.415,0.61,0.2,0.64,0.22
model-1579134871,1579134906.492,0.68,0.21,0.69,0.2
model-1579134871,1579134906.563,0.65,0.21,0.61,0.23
model-1579134871,1579134906.639,0.72,0.18,0.64,0.22
model-1579134871,1579134906.715,0.62,0.22,0.72,0.19
model-1579134871,1579134906.789,0.62,0.24,0.59,0.23
model-1579134871,1579134906.883,0.66,0.22,0.61,0.22
model-1579134871,1579134906.958,0.6,0.22,0.76,0.17
model-1579134871,1579134907.03,0.76,0.17,0.78,0.17
model-1579134871,1579134907.106,0.77,0.19,0.74,0.18
model-1579134871,1579134907.182,0.76,0.17,0.69,0.21
model-1579134871,1579134907.278,0.66,0.21,0.7,0.21
model-1579134871,1579134907.374,0.6,0.24,0.64,0.23
model-1579134871,1579134907.473,0.72,0.2,0.71,0.2
model-1579134871,1579134907.558,0.7,0.2,0.74,0.19
model-1579134871,1579134907.629,0.78,0.18,0.69,0.2
model-1579134871,1579134907.699,0.76,0.19,0.63,0.22
model-1579134871,1579134907.794,0.73,0.18,0.66,0.2
model-1579134871,1579134907.909,0.68,0.21,0.69,0.21
model-1579134871,1579134907.985,0.74,0.19,0.74,0.19
model-1579134871,1579134908.058,0.75,0.18,0.71,0.2
model-1579134871,1579134908.151,0.68,0.2,0.72,0.18
model-1579134871,1579134908.243,0.68,0.2,0.74,0.19
model-1579134871,1579134908.32,0.71,0.19,0.66,0.21
model-1579134871,1579134908.393,0.77,0.17,0.77,0.17
model-1579134871,1579134908.474,0.71,0.2,0.71,0.21
model-1579134871,1579134908.569,0.55,0.27,0.74,0.17
model-1579134871,1579134908.661,0.67,0.19,0.68,0.21
model-1579134871,1579134908.733,0.66,0.21,0.71,0.18
model-1579134871,1579134908.827,0.74,0.18,0.69,0.2
model-1579134871,1579134908.899,0.64,0.22,0.59,0.24
model-1579134871,1579134908.974,0.69,0.21,0.65,0.23
model-1579134871,1579134909.057,0.65,0.21,0.67,0.21
model-1579134871,1579134909.13,0.73,0.18,0.66,0.22
model-1579134871,1579134909.228,0.69,0.2,0.78,0.17
model-1579134871,1579134909.322,0.67,0.2,0.65,0.21
model-1579134871,1579134909.394,0.62,0.23,0.65,0.22
model-1579134871,1579134909.488,0.63,0.22,0.66,0.21
model-1579134871,1579134909.563,0.73,0.2,0.66,0.22
model-1579134871,1579134909.635,0.6,0.22,0.65,0.22
model-1579134871,1579134909.711,0.71,0.21,0.71,0.19
model-1579134871,1579134909.784,0.6,0.22,0.7,0.2
